Year,Month,Month Code,District Code,District,Total SNAP Households,Total SNAP Persons,Total SNAP Benefits,Temporary Assistance SNAP Households,Temporary Assistance SNAP Persons,Temporary Assistance SNAP Benefits,Non-Temporary Assistance SNAP Households,Non-Temporary Assistance SNAP Persons,Non-Temporary Assistance SNAP Benefits
2002,May,5,22,Jefferson,"3,731","8,206","$626,249","1,566","2,405","$197,642","2,165","5,801","$428,607"
2002,May,5,23,Lewis,846,"1,877","$129,601",276,382,"$27,404",570,"1,495","$102,197"
2002,May,5,24,Livingston,"1,704","3,329","$263,196",756,"1,177","$110,767",948,"2,152","$152,429"
2002,May,5,25,Madison,"1,587","3,267","$251,844",548,623,"$47,017","1,039","2,644","$204,827"
2002,May,5,26,Monroe,"27,917","60,256","$4,866,110","15,036","27,887","$2,448,400","12,881","32,369","$2,417,710"
2002,May,5,27,Montgomery,"1,936","4,339","$348,092",665,931,"$83,475","1,271","3,408","$264,617"
2002,May,5,28,Nassau,"9,902","17,216","$1,420,016","5,977","8,918","$794,460","3,925","8,298","$625,556"
2002,May,5,29,Niagara,"6,434","13,223","$1,044,603","3,216","5,295","$471,363","3,218","7,928","$573,240"
2002,May,5,30,Oneida,"9,474","20,266","$1,576,053","3,890","6,013","$515,193","5,584","14,253","$1,060,860"
2002,May,5,31,Onondaga,"13,952","31,297","$2,600,870","6,689","11,793","$1,096,459","7,263","19,504","$1,504,411"
2002,May,5,32,Ontario,"2,354","4,467","$333,916","1,012","1,461","$128,629","1,342","3,006","$205,287"
2002,May,5,33,Orange,"7,355","18,653","$1,604,036","2,997","5,508","$519,242","4,358","13,145","$1,084,794"
2002,May,5,34,Orleans,"1,369","3,033","$242,251",586,"1,002","$92,035",783,"2,031","$150,216"
2002,May,5,35,Oswego,"3,721","8,861","$695,719","1,291","1,869","$160,269","2,430","6,992","$535,450"
2002,May,5,36,Otsego,"1,305","2,534","$188,393",457,518,"$38,862",848,"2,016","$149,531"
2002,May,5,37,Putnam,520,716,"$45,726",296,349,"$24,159",224,367,"$21,567"
2002,May,5,38,Rensselaer,"4,125","8,568","$724,945","1,866","2,964","$287,362","2,259","5,604","$437,583"
2002,May,5,39,Rockland,"4,850","15,473","$1,266,235","1,775","3,331","$230,194","3,075","12,142","$1,036,041"
2002,May,5,40,St. Lawrence,"3,574","7,513","$551,893","1,641","2,465","$206,748","1,933","5,048","$345,145"
2002,May,5,41,Saratoga,"2,797","5,430","$409,094",908,"1,004","$75,485","1,889","4,426","$333,609"
2002,May,5,42,Schenectady,"4,192","8,964","$709,215","1,699","2,450","$217,048","2,493","6,514","$492,167"
2002,May,5,43,Schoharie,813,"1,659","$122,477",265,317,"$23,025",548,"1,342","$99,452"
2002,May,5,44,Schuyler,487,"1,039","$78,564",203,323,"$27,728",284,716,"$50,836"
2002,May,5,45,Seneca,872,"1,683","$121,691",324,445,"$35,029",548,"1,238","$86,662"
2002,May,5,46,Steuben,"3,001","6,422","$483,858","1,341","2,063","$177,800","1,660","4,359","$306,058"
2002,May,5,47,Suffolk,"15,295","27,596","$2,253,972","9,314","14,660","$1,261,356","5,981","12,936","$992,616"
2002,May,5,48,Sullivan,"2,270","4,533","$326,767","1,042","1,491","$121,879","1,228","3,042","$204,888"
2002,May,5,49,Tioga,"1,122","2,471","$190,120",492,755,"$69,367",630,"1,716","$120,753"
2002,May,5,50,Tompkins,"1,978","3,750","$281,555",979,"1,457","$119,792",999,"2,293","$161,763"
2002,May,5,51,Ulster,"3,472","6,437","$473,484","1,816","2,746","$224,547","1,656","3,691","$248,937"
2002,May,5,52,Warren,"1,644","3,083","$238,767",773,"1,081","$89,930",871,"2,002","$148,837"
2002,May,5,53,Washington,"1,711","3,379","$252,248",658,846,"$68,890","1,053","2,533","$183,358"
2002,May,5,54,Wayne,"2,525","4,741","$353,404","1,049","1,412","$121,875","1,476","3,329","$231,529"
2002,May,5,55,Westchester,"15,629","31,454","$2,658,210","9,785","17,234","$1,557,380","5,844","14,220","$1,100,830"
2002,May,5,56,Wyoming,795,"1,595","$113,394",313,398,"$32,624",482,"1,197","$80,770"
2002,May,5,57,Yates,766,"1,421","$103,282",246,294,"$26,078",520,"1,127","$77,204"
2002,May,5,66,New York City,"429,908","821,179","$81,543,734","350,444","640,112","$66,471,251","79,464","181,067","$15,072,483"
2002,June,6,1,Albany,"8,740","17,702","$1,456,657","4,899","8,205","$759,358","3,841","9,497","$697,299"
2002,June,6,2,Allegany,"1,800","3,644","$269,677",845,"1,342","$110,946",955,"2,302","$158,731"
2002,June,6,3,Broome,"6,295","12,563","$992,514","3,137","4,954","$448,612","3,158","7,609","$543,902"
2002,June,6,4,Cattaraugus,"2,993","6,022","$423,540","1,173","1,616","$130,488","1,820","4,406","$293,052"
2002,June,6,5,Cayuga,"2,141","4,705","$358,675",741,"1,025","$84,466","1,400","3,680","$274,209"
2002,June,6,6,Chautauqua,"5,618","11,907","$965,800","2,815","4,720","$443,451","2,803","7,187","$522,349"
2002,June,6,7,Chemung,"2,886","6,189","$473,878","1,470","2,426","$210,211","1,416","3,763","$263,667"
2002,June,6,8,Chenango,"1,749","3,867","$282,347",495,675,"$58,271","1,254","3,192","$224,076"
2002,June,6,9,Clinton,"3,072","5,844","$439,040","1,373","1,739","$145,496","1,699","4,105","$293,544"
2002,June,6,10,Columbia,"1,408","2,566","$194,243",611,868,"$75,837",797,"1,698","$118,406"
2002,June,6,11,Cortland,"1,660","3,444","$268,118",717,"1,037","$90,087",943,"2,407","$178,031"
2002,June,6,12,Delaware,"1,286","2,453","$170,215",474,552,"$41,166",812,"1,901","$129,049"
2002,June,6,13,Dutchess,"3,514","6,361","$496,590","1,624","2,308","$212,802","1,890","4,053","$283,788"
2002,June,6,14,Erie,"36,561","74,683","$6,137,954","18,250","29,663","$2,747,815","18,311","45,020","$3,390,139"
2002,June,6,15,Essex,"1,168","2,197","$152,284",486,630,"$44,396",682,"1,567","$107,888"
2002,June,6,16,Franklin,"1,682","3,465","$252,746",665,914,"$72,067","1,017","2,551","$180,679"
2002,June,6,17,Fulton,"1,934","4,226","$321,248",718,925,"$76,915","1,216","3,301","$244,333"
2002,June,6,18,Genesee,"1,312","2,692","$202,721",493,669,"$59,847",819,"2,023","$142,874"
2002,June,6,19,Greene,"1,355","2,599","$208,630",613,896,"$84,184",742,"1,703","$124,446"
2002,June,6,20,Hamilton,167,252,"$12,074",27,34,"$2,373",140,218,"$9,701"
2002,June,6,21,Herkimer,"2,051","4,358","$341,344",694,928,"$73,613","1,357","3,430","$267,731"
2002,June,6,22,Jefferson,"3,710","8,198","$616,152","1,535","2,312","$182,055","2,175","5,886","$434,097"
2002,June,6,23,Lewis,833,"1,847","$126,406",279,382,"$27,477",554,"1,465","$98,929"
2002,June,6,24,Livingston,"1,683","3,276","$258,135",742,"1,157","$107,309",941,"2,119","$150,826"
2002,June,6,25,Madison,"1,584","3,270","$249,729",545,608,"$46,159","1,039","2,662","$203,570"
2002,June,6,26,Monroe,"28,147","60,738","$4,887,676","14,985","27,857","$2,434,578","13,162","32,881","$2,453,098"
2002,June,6,27,Montgomery,"1,937","4,352","$350,226",657,928,"$81,866","1,280","3,424","$268,360"
2002,June,6,28,Nassau,"9,902","17,203","$1,417,634","5,935","8,800","$791,076","3,967","8,403","$626,558"
2002,June,6,29,Niagara,"6,415","13,153","$1,039,768","3,220","5,272","$464,795","3,195","7,881","$574,973"
2002,June,6,30,Oneida,"9,517","20,304","$1,567,066","3,906","5,971","$512,601","5,611","14,333","$1,054,465"
2002,June,6,31,Onondaga,"13,965","31,475","$2,606,122","6,698","11,792","$1,100,951","7,267","19,683","$1,505,171"
2002,June,6,32,Ontario,"2,324","4,378","$326,954",998,"1,425","$122,757","1,326","2,953","$204,197"
2002,June,6,33,Orange,"7,478","18,995","$1,641,710","3,054","5,618","$526,825","4,424","13,377","$1,114,885"
2002,June,6,34,Orleans,"1,365","3,041","$239,659",556,914,"$82,920",809,"2,127","$156,739"
2002,June,6,35,Oswego,"3,668","8,748","$679,820","1,274","1,832","$154,782","2,394","6,916","$525,038"
2002,June,6,36,Otsego,"1,282","2,500","$185,123",450,518,"$39,163",832,"1,982","$145,960"
2002,June,6,37,Putnam,517,713,"$45,320",291,340,"$23,214",226,373,"$22,106"
2002,June,6,38,Rensselaer,"4,133","8,600","$718,501","1,833","2,916","$279,613","2,300","5,684","$438,888"
2002,June,6,39,Rockland,"4,863","15,547","$1,269,579","1,770","3,300","$225,234","3,093","12,247","$1,044,345"
2002,June,6,40,St. Lawrence,"3,543","7,438","$539,747","1,634","2,448","$203,159","1,909","4,990","$336,588"
2002,June,6,41,Saratoga,"2,787","5,364","$401,740",893,973,"$74,464","1,894","4,391","$327,276"
2002,June,6,42,Schenectady,"4,167","8,907","$708,058","1,704","2,489","$222,244","2,463","6,418","$485,814"
2002,June,6,43,Schoharie,805,"1,631","$117,983",263,310,"$22,386",542,"1,321","$95,597"
2002,June,6,44,Schuyler,472,998,"$73,914",197,317,"$27,225",275,681,"$46,689"
2002,June,6,45,Seneca,883,"1,711","$120,516",325,433,"$33,263",558,"1,278","$87,253"
2002,June,6,46,Steuben,"2,987","6,418","$480,419","1,330","2,032","$175,620","1,657","4,386","$304,799"
2002,June,6,47,Suffolk,"15,343","27,639","$2,213,143","9,309","14,555","$1,236,581","6,034","13,084","$976,562"
2002,June,6,48,Sullivan,"2,300","4,572","$337,188","1,049","1,478","$123,298","1,251","3,094","$213,890"
2002,June,6,49,Tioga,"1,132","2,487","$191,950",496,774,"$69,220",636,"1,713","$122,730"
2002,June,6,50,Tompkins,"1,953","3,754","$280,601",977,"1,473","$119,375",976,"2,281","$161,226"
2002,June,6,51,Ulster,"3,440","6,395","$470,863","1,796","2,715","$222,400","1,644","3,680","$248,463"
2002,June,6,52,Warren,"1,628","3,070","$233,383",760,"1,069","$86,665",868,"2,001","$146,718"
2002,June,6,53,Washington,"1,682","3,319","$250,544",668,881,"$72,091","1,014","2,438","$178,453"
2002,June,6,54,Wayne,"2,534","4,739","$347,348","1,055","1,420","$123,064","1,479","3,319","$224,284"
2002,June,6,55,Westchester,"15,707","31,576","$2,673,168","9,813","17,264","$1,558,362","5,894","14,312","$1,114,806"
2002,June,6,56,Wyoming,774,"1,517","$107,470",308,382,"$31,319",466,"1,135","$76,151"
2002,June,6,57,Yates,753,"1,402","$103,748",251,314,"$27,821",502,"1,088","$75,927"
2002,June,6,66,New York City,"430,919","819,480","$80,669,131","351,268","638,788","$65,758,309","79,651","180,692","$14,910,822"
2002,July,7,1,Albany,"8,750","17,762","$1,470,533","4,943","8,348","$778,601","3,807","9,414","$691,932"
2002,July,7,2,Allegany,"1,782","3,618","$267,874",839,"1,329","$110,988",943,"2,289","$156,886"
2002,July,7,3,Broome,"6,374","12,804","$1,024,677","3,173","5,052","$460,069","3,201","7,752","$564,608"
2002,July,7,4,Cattaraugus,"2,970","5,970","$423,707","1,179","1,633","$137,120","1,791","4,337","$286,587"
2002,July,7,5,Cayuga,"2,187","4,718","$364,470",739,"1,032","$85,276","1,448","3,686","$279,194"
2002,July,7,6,Chautauqua,"5,613","11,948","$967,733","2,794","4,682","$441,650","2,819","7,266","$526,083"
2002,July,7,7,Chemung,"2,925","6,290","$483,463","1,456","2,360","$206,494","1,469","3,930","$276,969"
2002,July,7,8,Chenango,"1,752","3,914","$282,264",493,666,"$55,762","1,259","3,248","$226,502"
2002,July,7,9,Clinton,"3,074","5,840","$444,480","1,392","1,768","$148,075","1,682","4,072","$296,405"
2002,July,7,10,Columbia,"1,395","2,549","$193,660",609,873,"$75,369",786,"1,676","$118,291"
2002,July,7,11,Cortland,"1,681","3,498","$270,329",736,"1,086","$93,190",945,"2,412","$177,139"
2002,July,7,12,Delaware,"1,262","2,393","$166,610",469,546,"$40,601",793,"1,847","$126,009"
2002,July,7,13,Dutchess,"3,538","6,388","$497,683","1,611","2,290","$210,168","1,927","4,098","$287,515"
2002,July,7,14,Erie,"36,414","74,426","$6,105,834","18,139","29,438","$2,724,127","18,275","44,988","$3,381,707"
2002,July,7,15,Essex,"1,150","2,148","$147,735",483,611,"$42,516",667,"1,537","$105,219"
2002,July,7,16,Franklin,"1,670","3,421","$249,888",667,903,"$69,641","1,003","2,518","$180,247"
2002,July,7,17,Fulton,"1,888","4,088","$309,207",695,898,"$73,986","1,193","3,190","$235,221"
2002,July,7,18,Genesee,"1,312","2,682","$202,161",494,666,"$59,335",818,"2,016","$142,826"
2002,July,7,19,Greene,"1,345","2,605","$208,822",612,904,"$84,267",733,"1,701","$124,555"
2002,July,7,20,Hamilton,167,253,"$12,735",28,31,"$2,411",139,222,"$10,324"
2002,July,7,21,Herkimer,"2,035","4,305","$334,852",697,911,"$73,479","1,338","3,394","$261,373"
2002,July,7,22,Jefferson,"3,656","8,035","$601,761","1,509","2,258","$178,071","2,147","5,777","$423,690"
2002,July,7,23,Lewis,816,"1,790","$122,472",271,363,"$25,596",545,"1,427","$96,876"
2002,July,7,24,Livingston,"1,657","3,225","$253,662",761,"1,161","$109,425",896,"2,064","$144,237"
2002,July,7,25,Madison,"1,610","3,335","$257,242",546,608,"$46,326","1,064","2,727","$210,916"
2002,July,7,26,Monroe,"28,284","61,248","$4,926,160","14,890","27,799","$2,424,321","13,394","33,449","$2,501,839"
2002,July,7,27,Montgomery,"1,945","4,355","$350,405",657,900,"$80,014","1,288","3,455","$270,391"
2002,July,7,28,Nassau,"9,951","17,322","$1,426,137","5,980","8,875","$796,539","3,971","8,447","$629,598"
2002,July,7,29,Niagara,"6,380","13,063","$1,025,634","3,231","5,303","$466,256","3,149","7,760","$559,378"
2002,July,7,30,Oneida,"9,497","20,256","$1,566,325","3,888","5,917","$510,370","5,609","14,339","$1,055,955"
2002,July,7,31,Onondaga,"14,027","31,536","$2,622,408","6,715","11,824","$1,096,319","7,312","19,712","$1,526,089"
2002,July,7,32,Ontario,"2,319","4,408","$326,026","1,003","1,460","$125,289","1,316","2,948","$200,737"
2002,July,7,33,Orange,"7,469","19,000","$1,625,351","3,046","5,562","$519,144","4,423","13,438","$1,106,207"
2002,July,7,34,Orleans,"1,349","3,022","$235,756",547,898,"$79,560",802,"2,124","$156,196"
2002,July,7,35,Oswego,"3,652","8,683","$677,252","1,289","1,892","$163,205","2,363","6,791","$514,047"
2002,July,7,36,Otsego,"1,269","2,450","$180,014",444,494,"$36,590",825,"1,956","$143,424"
2002,July,7,37,Putnam,526,730,"$47,161",302,357,"$24,310",224,373,"$22,851"
2002,July,7,38,Rensselaer,"4,137","8,637","$733,382","1,865","2,987","$291,324","2,272","5,650","$442,058"
2002,July,7,39,Rockland,"4,873","15,606","$1,271,673","1,738","3,235","$223,683","3,135","12,371","$1,047,990"
2002,July,7,40,St. Lawrence,"3,531","7,405","$545,469","1,608","2,359","$196,368","1,923","5,046","$349,101"
2002,July,7,41,Saratoga,"2,788","5,347","$402,480",892,966,"$73,408","1,896","4,381","$329,072"
2002,July,7,42,Schenectady,"4,203","8,940","$710,448","1,747","2,558","$224,043","2,456","6,382","$486,405"
2002,July,7,43,Schoharie,787,"1,585","$114,141",263,307,"$21,607",524,"1,278","$92,534"
2002,July,7,44,Schuyler,470,988,"$72,682",191,311,"$26,121",279,677,"$46,561"
2002,July,7,45,Seneca,871,"1,687","$117,266",319,421,"$32,110",552,"1,266","$85,156"
2002,July,7,46,Steuben,"2,982","6,407","$480,441","1,335","2,057","$173,570","1,647","4,350","$306,871"
2002,July,7,47,Suffolk,"15,421","27,809","$2,232,510","9,313","14,619","$1,240,702","6,108","13,190","$991,808"
2002,July,7,48,Sullivan,"2,270","4,461","$320,114","1,039","1,446","$117,146","1,231","3,015","$202,968"
2002,July,7,49,Tioga,"1,129","2,499","$190,401",499,775,"$70,114",630,"1,724","$120,287"
2002,July,7,50,Tompkins,"1,937","3,754","$278,354",990,"1,478","$119,768",947,"2,276","$158,586"
2002,July,7,51,Ulster,"3,464","6,483","$482,173","1,795","2,726","$226,184","1,669","3,757","$255,989"
2002,July,7,52,Warren,"1,602","3,002","$225,095",742,"1,020","$81,309",860,"1,982","$143,786"
2002,July,7,53,Washington,"1,673","3,331","$244,930",650,861,"$68,771","1,023","2,470","$176,159"
2002,July,7,54,Wayne,"2,546","4,760","$352,490","1,036","1,353","$115,590","1,510","3,407","$236,900"
2002,July,7,55,Westchester,"15,740","31,650","$2,681,981","9,743","17,157","$1,546,795","5,997","14,493","$1,135,186"
2002,July,7,56,Wyoming,774,"1,495","$107,792",295,370,"$29,699",479,"1,125","$78,093"
2002,July,7,57,Yates,752,"1,389","$102,155",248,300,"$26,202",504,"1,089","$75,953"
2002,July,7,66,New York City,"430,735","820,527","$81,481,284","351,118","639,604","$66,420,345","79,617","180,923","$15,060,939"
2002,August,8,1,Albany,"8,890","18,033","$1,493,967","5,023","8,511","$793,516","3,867","9,522","$700,451"
2002,August,8,2,Allegany,"1,799","3,620","$268,850",846,"1,339","$111,460",953,"2,281","$157,390"
2002,August,8,3,Broome,"6,392","12,821","$1,022,578","3,156","5,085","$462,052","3,236","7,736","$560,526"
2002,August,8,4,Cattaraugus,"2,991","6,031","$425,492","1,191","1,667","$136,045","1,800","4,364","$289,447"
2002,August,8,5,Cayuga,"2,134","4,631","$351,598",742,"1,038","$84,207","1,392","3,593","$267,391"
2002,August,8,6,Chautauqua,"5,603","11,888","$968,276","2,772","4,673","$439,628","2,831","7,215","$528,648"
2002,August,8,7,Chemung,"2,985","6,456","$499,590","1,495","2,424","$214,572","1,490","4,032","$285,018"
2002,August,8,8,Chenango,"1,766","3,975","$288,078",502,681,"$57,150","1,264","3,294","$230,928"
2002,August,8,9,Clinton,"3,084","5,836","$441,558","1,400","1,800","$150,053","1,684","4,036","$291,505"
2002,August,8,10,Columbia,"1,375","2,477","$189,076",609,855,"$73,710",766,"1,622","$115,366"
2002,August,8,11,Cortland,"1,652","3,415","$262,165",713,"1,051","$89,784",939,"2,364","$172,381"
2002,August,8,12,Delaware,"1,262","2,377","$167,986",468,546,"$41,481",794,"1,831","$126,505"
2002,August,8,13,Dutchess,"3,571","6,508","$505,325","1,636","2,338","$215,417","1,935","4,170","$289,908"
2002,August,8,14,Erie,"36,457","74,363","$6,100,388","18,088","29,229","$2,707,762","18,369","45,134","$3,392,626"
2002,August,8,15,Essex,"1,133","2,071","$141,081",494,634,"$45,737",639,"1,437","$95,344"
2002,August,8,16,Franklin,"1,655","3,391","$249,307",652,877,"$68,056","1,003","2,514","$181,251"
2002,August,8,17,Fulton,"1,900","4,173","$315,508",694,919,"$77,264","1,206","3,254","$238,244"
2002,August,8,18,Genesee,"1,340","2,781","$207,479",501,683,"$59,695",839,"2,098","$147,784"
2002,August,8,19,Greene,"1,345","2,620","$212,348",607,894,"$83,046",738,"1,726","$129,302"
2002,August,8,20,Hamilton,160,237,"$11,098",25,28,"$2,050",135,209,"$9,048"
2002,August,8,21,Herkimer,"2,028","4,284","$330,234",702,915,"$74,939","1,326","3,369","$255,295"
2002,August,8,22,Jefferson,"3,687","8,102","$606,783","1,519","2,272","$179,015","2,168","5,830","$427,768"
2002,August,8,23,Lewis,819,"1,787","$123,594",274,381,"$27,358",545,"1,406","$96,236"
2002,August,8,24,Livingston,"1,659","3,229","$259,419",739,"1,148","$108,191",920,"2,081","$151,228"
2002,August,8,25,Madison,"1,606","3,330","$258,436",552,617,"$47,839","1,054","2,713","$210,597"
2002,August,8,26,Monroe,"28,599","61,795","$5,006,240","14,945","27,819","$2,439,235","13,654","33,976","$2,567,005"
2002,August,8,27,Montgomery,"1,983","4,413","$360,722",673,905,"$81,262","1,310","3,508","$279,460"
2002,August,8,28,Nassau,"9,963","17,370","$1,434,897","5,924","8,751","$783,756","4,039","8,619","$651,141"
2002,August,8,29,Niagara,"6,384","13,087","$1,038,909","3,188","5,232","$461,787","3,196","7,855","$577,122"
2002,August,8,30,Oneida,"9,558","20,309","$1,584,535","3,902","5,909","$513,109","5,656","14,400","$1,071,426"
2002,August,8,31,Onondaga,"14,226","31,960","$2,683,645","6,702","11,793","$1,103,112","7,524","20,167","$1,580,533"
2002,August,8,32,Ontario,"2,331","4,454","$332,210","1,002","1,472","$127,617","1,329","2,982","$204,593"
2002,August,8,33,Orange,"7,443","18,959","$1,617,005","3,014","5,491","$512,541","4,429","13,468","$1,104,464"
2002,August,8,34,Orleans,"1,355","3,009","$241,910",554,903,"$84,513",801,"2,106","$157,397"
2002,August,8,35,Oswego,"3,693","8,785","$677,925","1,269","1,841","$153,974","2,424","6,944","$523,951"
2002,August,8,36,Otsego,"1,260","2,415","$179,121",440,484,"$36,353",820,"1,931","$142,768"
2002,August,8,37,Putnam,534,749,"$49,841",306,371,"$26,069",228,378,"$23,772"
2002,August,8,38,Rensselaer,"4,157","8,697","$737,601","1,855","2,958","$289,578","2,302","5,739","$448,023"
2002,August,8,39,Rockland,"4,895","15,743","$1,275,761","1,735","3,207","$221,422","3,160","12,536","$1,054,339"
